"birth_length" "birth_weight" "child_creativity" "child_iq" "youth_bmi" "youth_height" "youth_cognition" "adult_income" "adult_alco_bingeepisodes" "adult_bmi"
1 0.786894295768642 0.0259674606289513 0.038799318357834 0.0687980947090854 0.296641599270977 0.0160079719939852 -0.023969867180648 0.0294703553638199 0.102641861772063
0.786894295768642 1 0.0651311368167283 0.0637490267873174 0.11641192350605 0.264176833591268 0.0285476502916026 -0.0241616988007636 0.00108041586538223 0.146394677969632
0.0259674606289513 0.0651311368167283 1 0.532763110524963 0.0709209243141771 0.0582170784613866 0.447303729745531 0.228003937232857 -0.065686503316969 -0.00283678900389043
0.038799318357834 0.0637490267873174 0.532763110524963 1 0.0642479876374026 0.175846731013687 0.725472511635703 0.198781654440561 -0.0583146802311232 -0.000190903861615904
0.0687980947090854 0.11641192350605 0.0709209243141771 0.0642479876374026 1 -0.0683687247005746 0.0189609216400596 -0.0743758388906017 0.017559871330449 0.546825173445459
0.296641599270977 0.264176833591268 0.0582170784613866 0.175846731013687 -0.0683687247005746 1 0.146652005545011 0.10800730054833 0.00583772406611765 -0.0476980237053339
0.0160079719939852 0.0285476502916026 0.447303729745531 0.725472511635703 0.0189609216400596 0.146652005545011 1 0.274184704774677 -0.0826334339145988 -0.0497501768018081
-0.023969867180648 -0.0241616988007636 0.228003937232857 0.198781654440561 -0.0743758388906017 0.10800730054833 0.274184704774677 1 -0.114956245173876 -0.0768001331050397
0.0294703553638199 0.00108041586538223 -0.065686503316969 -0.0583146802311232 0.017559871330449 0.00583772406611765 -0.0826334339145988 -0.114956245173876 1 0.0138489956317216
0.102641861772063 0.146394677969632 -0.00283678900389043 -0.000190903861615904 0.546825173445459 -0.0476980237053339 -0.0497501768018081 -0.0768001331050397 0.0138489956317216 1
