"birth_length" "birth_weight" "child_creativity" "child_iq" "youth_bmi" "youth_height" "youth_cognition" "adult_income" "adult_alco_bingeepisodes" "adult_bmi"
1 0.808012155226474 -0.0119262418493105 0.0290229239584368 0.0860862870466712 0.247917096980658 0.0795679082335428 0.00920774477745694 -0.0414264502590979 0.0700244402703583
0.808012155226474 1 -0.000619833428634349 0.0250341231638768 0.102091745595271 0.222512730340056 0.0370267965866824 -0.00163494426286927 -0.0516664443641922 0.0649422656501725
-0.0119262418493105 -0.000619833428634349 1 0.524354171839438 0.0144004254827227 0.0628389162946156 0.388837232699667 0.0960289943720593 -0.00703789802939803 -0.0183383574799346
0.0290229239584368 0.0250341231638768 0.524354171839438 1 -0.00427497002451879 0.164004844079196 0.703707810872134 0.120880431537815 -0.0201686798358759 -0.0336951019005924
0.0860862870466712 0.102091745595271 0.0144004254827227 -0.00427497002451879 1 -0.0449275265366314 0.00413946871569896 0.0486880483923494 -0.0311117777452187 0.519861287986021
0.247917096980658 0.222512730340056 0.0628389162946156 0.164004844079196 -0.0449275265366314 1 0.193122187327529 0.0458581379844414 -0.062847679775713 -0.0876390893508456
0.0795679082335428 0.0370267965866824 0.388837232699667 0.703707810872134 0.00413946871569896 0.193122187327529 1 0.170794688681189 -0.0600307883019274 -0.0866415759551755
0.00920774477745694 -0.00163494426286927 0.0960289943720593 0.120880431537815 0.0486880483923494 0.0458581379844414 0.170794688681189 1 -0.0414568854482162 0.00948135725426142
-0.0414264502590979 -0.0516664443641922 -0.00703789802939803 -0.0201686798358759 -0.0311117777452187 -0.062847679775713 -0.0600307883019274 -0.0414568854482162 1 0.00163177203200607
0.0700244402703583 0.0649422656501725 -0.0183383574799346 -0.0336951019005924 0.519861287986021 -0.0876390893508456 -0.0866415759551755 0.00948135725426142 0.00163177203200607 1
