"birth_length" "birth_weight" "child_creativity" "child_iq" "youth_bmi" "youth_height" "youth_cognition" "adult_income" "adult_alco_bingeepisodes" "adult_bmi"
1 0.781300950618604 0.0236749687610592 0.0597421774162456 0.0285436933385932 0.409294794556407 0.0755390351979357 0.0452043441363133 0.0269300033022634 0.0509669106175864
0.781300950618604 1 0.0841360192908123 0.169484545475698 0.101923966505813 0.324421177506607 0.0805495091874083 -0.0482103352945749 -0.0568902423375041 0.0828406031562357
0.0236749687610592 0.0841360192908123 1 0.507990227517959 -0.0727777572382904 0.0190580164524291 0.42137097185291 0.132862330569717 -0.0487135450203332 0.0223954374504454
0.0597421774162456 0.169484545475698 0.507990227517959 1 -0.0115855226917771 0.179669759640648 0.740360859927027 0.197329423602496 -0.0349222198313422 -0.00743922040971353
0.0285436933385932 0.101923966505813 -0.0727777572382904 -0.0115855226917771 1 -0.0235065149260371 0.0273205427872074 0.00542867554112463 -0.0906037064117092 0.319053543429631
0.409294794556407 0.324421177506607 0.0190580164524291 0.179669759640648 -0.0235065149260371 1 0.176784159493597 0.0155226575778806 -0.0833754412027822 -0.120108135666024
0.0755390351979357 0.0805495091874083 0.42137097185291 0.740360859927027 0.0273205427872074 0.176784159493597 1 0.2433237627853 -0.0703298637551878 -0.0375853688028147
0.0452043441363133 -0.0482103352945749 0.132862330569717 0.197329423602496 0.00542867554112463 0.0155226575778806 0.2433237627853 1 0.0336059102988911 0.0456706503528016
0.0269300033022634 -0.0568902423375041 -0.0487135450203332 -0.0349222198313422 -0.0906037064117092 -0.0833754412027822 -0.0703298637551878 0.0336059102988911 1 0.0813222179852034
0.0509669106175864 0.0828406031562357 0.0223954374504454 -0.00743922040971353 0.319053543429631 -0.120108135666024 -0.0375853688028147 0.0456706503528016 0.0813222179852034 1
