"n" "x1" "x2" "x3" "x4"
"1" 50 1 -0.935655818100811 -0.935655818100811 1
"2" 50 1 0.21420898877761 0.21420898877761 1
"3" 50 1 0.0527823924158735 0.0527823924158735 1
"4" 50 1 -0.843826562241703 -0.843826562241703 1
"5" 50 1 0.614325760094575 0.614325760094575 1
"6" 50 1 0.157015046889178 0.157015046889178 1
"7" 50 1 0.930827721958058 0.930827721958058 1
"8" 50 1 0.215229481294464 0.215229481294464 1
"9" 50 1 0.740686052442345 0.740686052442345 1
"10" 50 1 0.577793122505353 0.577793122505353 1
"11" 50 1 -0.0347098831435564 -0.0347098831435564 1
"12" 50 1 -0.682818346044609 -0.682818346044609 1
"13" 50 1 0.900504211029989 0.900504211029989 1
"14" 50 1 0.142488587871404 0.142488587871404 1
"15" 50 1 -0.198179997613895 -0.198179997613895 1
"16" 50 1 0.181862753464035 0.181862753464035 1
"17" 50 1 -0.88213739045458 -0.88213739045458 1
"18" 50 1 -0.960301013656151 -0.960301013656151 1
"19" 50 1 -0.772901430303267 -0.772901430303267 1
"20" 50 1 0.973874495185223 0.973874495185223 1
"21" 50 1 0.710674494446616 0.710674494446616 1
"22" 50 1 -0.735677952473271 -0.735677952473271 1
"23" 50 1 -0.665604222700584 -0.665604222700584 1
"24" 50 1 0.487874930753745 0.487874930753745 1
"25" 50 1 -0.754536443482824 -0.754536443482824 1
"26" 50 1 0.657864734839414 0.657864734839414 1
"27" 50 1 0.963486536696397 0.963486536696397 1
"28" 50 1 -0.910636742525936 -0.910636742525936 1
"29" 50 1 0.540338793205492 0.540338793205492 1
"30" 50 1 0.883649213996177 0.883649213996177 1
"31" 50 1 0.719735965978447 0.719735965978447 1
"32" 50 1 0.109288152156034 0.109288152156034 1
"33" 50 1 0.453188130936914 0.453188130936914 1
"34" 50 1 0.903725346324054 0.903725346324054 1
"35" 50 1 -0.0774012356529338 -0.0774012356529338 1
"36" 50 1 -0.53711709966886 -0.53711709966886 1
"37" 50 1 0.60013475006274 0.60013475006274 1
"38" 50 1 -0.876679447017303 -0.876679447017303 1
"39" 50 1 0.101305021583847 0.101305021583847 1
"40" 50 1 0.466981513315825 0.466981513315825 1
"41" 50 1 0.890893511199104 0.890893511199104 1
"42" 50 1 0.457313070617518 0.457313070617518 1
"43" 50 1 -0.163124123315013 -0.163124123315013 1
"44" 50 1 0.901468472522313 0.901468472522313 1
"45" 50 1 -0.764837930891965 -0.764837930891965 1
"46" 50 1 0.895409797162383 0.895409797162383 1
"47" 50 1 -0.98152435798251 -0.98152435798251 1
"48" 50 1 -0.235324104181612 -0.235324104181612 1
"49" 50 1 0.402714603760619 0.402714603760619 1
"50" 50 1 0.0647834876903785 0.0647834876903785 1
"51" 50 1 0.958333479607286 0.958333479607286 1
"52" 50 1 -0.147941719403219 -0.147941719403219 1
"53" 50 1 -0.773865038913807 -0.773865038913807 1
"54" 50 1 -0.736231837890497 -0.736231837890497 1
"55" 50 1 0.863444067660371 0.863444067660371 1
"56" 50 1 -0.75346347575132 -0.75346347575132 1
"57" 50 1 -0.811437145104814 -0.811437145104814 1
"58" 50 1 -0.0458934501128875 -0.0458934501128875 1
"59" 50 1 0.946622415509148 0.946622415509148 1
"60" 50 1 -0.238020235839965 -0.238020235839965 1
"61" 50 1 -0.555814339856 -0.555814339856 1
"62" 50 1 0.92458192195341 0.92458192195341 1
"63" 50 1 -0.682606371111527 -0.682606371111527 1
"64" 50 1 0.0502489611154309 0.0502489611154309 1
"65" 50 1 -0.0233998270575593 -0.0233998270575593 1
"66" 50 1 -0.0389814416288821 -0.0389814416288821 1
"67" 50 1 -0.0918179065788534 -0.0918179065788534 1
"68" 50 1 0.194537626830001 0.194537626830001 1
"69" 50 1 -0.596645774200194 -0.596645774200194 1
"70" 50 1 0.111733627228398 0.111733627228398 1
"71" 50 1 0.719822398685621 0.719822398685621 1
"72" 50 1 0.602808808813562 0.602808808813562 1
"73" 50 1 0.598494082538761 0.598494082538761 1
"74" 50 1 0.0293450094849176 0.0293450094849176 1
"75" 50 1 0.161956084850579 0.161956084850579 1
"76" 50 1 0.574504226702733 0.574504226702733 1
"77" 50 1 0.0427351418332352 0.0427351418332352 1
"78" 50 1 0.942394491218578 0.942394491218578 1
"79" 50 1 0.875755449963373 0.875755449963373 1
"80" 50 1 0.777420863048038 0.777420863048038 1
"81" 50 1 0.689948088744036 0.689948088744036 1
"82" 50 1 0.618749801707062 0.618749801707062 1
"83" 50 1 -0.0490868275734729 -0.0490868275734729 1
"84" 50 1 -0.0663199032894902 -0.0663199032894902 1
"85" 50 1 -0.48522491038799 -0.48522491038799 1
"86" 50 1 -0.0794470397632144 -0.0794470397632144 1
"87" 50 1 -0.78126885354042 -0.78126885354042 1
"88" 50 1 -0.235962828001115 -0.235962828001115 1
"89" 50 1 -0.923790851945967 -0.923790851945967 1
"90" 50 1 0.790628290050127 0.790628290050127 1
"91" 50 1 -0.66676222774818 -0.66676222774818 1
"92" 50 1 -0.609456908621392 -0.609456908621392 1
"93" 50 1 0.559737722337027 0.559737722337027 1
"94" 50 1 -0.973280246392439 -0.973280246392439 1
"95" 50 1 -0.95810373900875 -0.95810373900875 1
"96" 50 1 0.257138298608892 0.257138298608892 1
"97" 50 1 0.707822124652099 0.707822124652099 1
"98" 50 1 0.835816932134309 0.835816932134309 1
"99" 50 1 -0.929971236105957 -0.929971236105957 1
"100" 50 1 0.550599936037145 0.550599936037145 1
"101" 50 1 0.0569422548201699 0.0569422548201699 1
"102" 50 1 -0.596202084814197 -0.596202084814197 1
"103" 50 1 -0.308198122109369 -0.308198122109369 1
"104" 50 1 0.00281580003668211 0.00281580003668211 1
"105" 50 1 -0.758617909674614 -0.758617909674614 1
"106" 50 1 -0.647973292877673 -0.647973292877673 1
"107" 50 1 -0.963474699470584 -0.963474699470584 1
"108" 50 1 0.95571354752085 0.95571354752085 1
"109" 50 1 0.180114324258638 0.180114324258638 1
"110" 50 1 -0.662130512142799 -0.662130512142799 1
"111" 50 1 0.937895759041841 0.937895759041841 1
"112" 50 1 0.906521577120359 0.906521577120359 1
"113" 50 1 -0.785104015139648 -0.785104015139648 1
"114" 50 1 0.742351690119186 0.742351690119186 1
"115" 50 1 -0.149178243369483 -0.149178243369483 1
"116" 50 1 0.675233270216926 0.675233270216926 1
"117" 50 1 0.958296897001294 0.958296897001294 1
"118" 50 1 -0.0807226429680801 -0.0807226429680801 1
"119" 50 1 0.278609267696062 0.278609267696062 1
"120" 50 1 0.914732381093951 0.914732381093951 1
"121" 50 1 -0.818600975245207 -0.818600975245207 1
"122" 50 1 -0.854799407942886 -0.854799407942886 1
